drugbank_id,drugname,drug_type,target,approved,experimental,illicit,investigational,nutraceutical,withdrawn 
DB05875,"Sar9, Met (O2)11-Substance P",small molecule,[],0,0,0,1,0,0
DB05879,AME-527,biotech,['BE0000704'],0,0,0,1,0,0
DB05882,CHF 4227,small molecule,"['BE0000123', 'BE0000792']",0,0,0,1,0,0
DB05883,ABX-PTH,biotech,['BE0003309'],0,0,0,1,0,0
DB05885,Seletracetam,small molecule,"['BE0000993', 'BE0002226', 'BE0004857']",0,0,0,1,0,0
DB05888,MEM 1414,small molecule,['BE0003429'],0,0,0,1,0,0
DB05889,Inotuzumab ozogamicin,biotech,['BE0000183'],1,0,0,1,0,0
DB05890,Veglin,small molecule,['BE0000163'],0,0,0,1,0,0
DB05892,RI 624,biotech,['BE0001094'],0,0,0,1,0,0
DB05895,HGS-TR2J,biotech,['BE0003433'],0,0,0,1,0,0
DB05897,rhIGFBP-3,small molecule,['BE0000858'],0,0,0,1,0,0
DB05903,KOS-1584,small molecule,[],0,0,0,1,0,0
DB05905,TD-2749,small molecule,['BE0000084'],0,0,0,1,0,0
DB05906,CCR5 mAb,biotech,['BE0000911'],0,0,0,1,0,0
DB05913,OSI-930,small molecule,"['BE0000453', 'BE0000029']",0,0,0,1,0,0
DB05915,MYO-029,biotech,['BE0003435'],0,0,0,1,0,0
DB05916,CT-011,biotech,['BE0003436'],0,0,0,1,0,0
DB05920,RTA 744,small molecule,['BE0000742'],0,0,0,1,0,0
DB05928,Dovitinib,small molecule,['BE0000956'],0,0,0,1,0,0
DB05930,SB-559448,small molecule,['BE0003440'],0,0,0,1,0,0
DB05931,Pegdinetanib,small molecule,['BE0000369'],0,0,0,1,0,0
DB05932,Denibulin,small molecule,"['BE0000163', 'BE0000029', 'BE0000023']",0,0,0,1,0,0
DB05934,CTCE-0214,small molecule,['BE0001150'],0,0,0,1,0,0
DB05936,CVT-6883,small molecule,['BE0000241'],0,0,0,1,0,0
DB05938,Edonerpic,small molecule,['BE0003392'],0,0,0,1,0,0
DB05939,MK-0354,small molecule,['BE0003446'],0,0,0,1,0,0
DB05941,Leronlimab,biotech,['BE0000911'],0,0,0,1,0,0
DB05943,Resatorvid,small molecule,"['BE0002115', 'BE0002102']",0,0,0,1,0,0
DB05944,Varlitinib,small molecule,"['BE0000511', 'BE0000767']",0,0,0,1,0,0
DB05945,MDX-1303,biotech,"['BE0003223', 'BE0003447']",0,0,0,1,0,0
DB05950,Contulakin-G,small molecule,['BE0002226'],0,0,0,1,0,0
DB05956,EVT-101,small molecule,"['BE0000412', 'BE0000417']",0,0,0,1,0,0
DB05959,ENMD-1198,small molecule,"['BE0003461', 'BE0002374', 'BE0003462']",0,0,0,1,0,0
DB05961,PPL-100,small molecule,"['BE0002458', 'BE0002112', 'BE0000952']",0,0,0,1,0,0
DB05964,Amitifadine,small molecule,"['BE0000749', 'BE0000486', 'BE0000756']",0,0,0,1,0,0
DB05966,TAS-108,small molecule,"['BE0000123', 'BE0000792']",0,0,0,1,0,0
DB05967,ANZ-100,small molecule,['BE0003468'],0,0,0,1,0,0
DB05968,PR-104,small molecule,['BE0000704'],0,0,0,1,0,0
DB05969,SNS-032,small molecule,"['BE0001913', 'BE0000163']",0,0,0,1,0,0
DB05971,Archexin,small molecule,['BE0000428'],0,0,0,1,0,0
DB05983,Bardoxolone methyl,small molecule,['BE0003469'],0,0,0,1,0,0
DB05984,RAF-265,small molecule,"['BE0000369', 'BE0000634']",0,0,0,1,0,0
DB05990,Obeticholic acid,small molecule,['BE0001777'],1,0,0,0,0,0
DB05992,Plinabulin,small molecule,['BE0000704'],0,0,0,1,0,0
DB05993,PRX-07034,small molecule,['BE0000945'],0,0,0,1,0,0
DB05996,Glembatumumab vedotin,biotech,['BE0003473'],0,0,0,1,0,0
DB06011,AMG-222,small molecule,['BE0000854'],0,0,0,1,0,0
DB06013,Aldoxorubicin,small molecule,['BE0000742'],0,0,0,1,0,0
DB06016,Cariprazine,small molecule,"['BE0000581', 'BE0000756', 'BE0000291', 'BE0000393', 'BE0000451', 'BE0000442']",1,0,0,1,0,0
DB06021,AV-412,small molecule,"['BE0000767', 'BE0000511']",0,0,0,1,0,0
DB06039,PA-1050040,small molecule,['BE0003437'],0,0,0,1,0,0
DB06040,Filanesib,small molecule,['BE0001852'],0,0,0,1,0,0
DB06042,ZEN-012,small molecule,"['BE0000143', 'BE0000026', 'BE0001415', 'BE0001408', 'BE0000742', 'BE0002425']",0,0,0,1,0,0
DB06043,Olaratumab,biotech,['BE0000852'],1,0,0,1,0,0
DB06050,TB-402,biotech,['BE0000016'],0,0,0,1,0,0
DB06061,AZD-8330,small molecule,['BE0003430'],0,0,0,1,0,0
DB06064,KAI-1455,small molecule,['BE0003431'],0,0,0,1,0,0
DB06069,XMT-1001,small molecule,['BE0000971'],0,0,0,1,0,0
DB06070,SNX-5422,small molecule,"['BE0001120', 'BE0001898']",0,0,0,1,0,0
DB06073,CTS-21166,small molecule,['BE0000988'],0,0,0,1,0,0
DB06075,Linsitinib,small molecule,['BE0000858'],0,0,0,1,0,0
DB06077,Lumateperone,small molecule,"['BE0000451', 'BE0000756', 'BE0000020', 'BE0000749', 'BE0000417']",1,0,0,1,0,0
DB06080,ABT-869,small molecule,"['BE0000147', 'BE0000029', 'BE0000369', 'BE0000023', 'BE0000453', 'BE0000853']",0,0,0,1,0,0
DB06081,Caplacizumab,biotech,['BE0001043'],1,0,0,1,0,0
DB06082,PX-478,small molecule,['BE0002374'],0,0,0,1,0,0
DB06083,Tapinarof,small molecule,"['BE0000981', 'BE0001029', 'BE0000918', 'BE0000961']",0,0,0,1,0,0
DB06089,ICA-105665,small molecule,"['BE0000672', 'BE0002398', 'BE0002399', 'BE0002400', 'BE0000897']",0,0,0,1,0,0
DB06090,Bradanicline,small molecule,['BE0003438'],0,0,0,1,0,0
DB06094,Apatorsen,small molecule,['BE0003432'],0,0,0,1,0,0
DB06096,NXN-188,small molecule,"['BE0000067', 'BE0000797', 'BE0000659']",0,0,0,1,0,0
DB06097,GSK-923295,small molecule,['BE0003434'],0,0,0,1,0,0
DB06098,PRLX 93936,small molecule,"['BE0002469', 'BE0002470']",0,0,0,1,0,0
DB06101,IMC-1C11,biotech,"['BE0000029', 'BE0000369', 'BE0000023']",0,0,0,1,0,0
DB06103,VX-148,small molecule,"['BE0000761', 'BE0000722']",0,0,0,1,0,0
DB06109,YKP-1358,small molecule,"['BE0000451', 'BE0000756']",0,0,0,1,0,0
DB06111,AB192,small molecule,[],0,1,0,0,0,0
DB06116,Eldelumab,biotech,['BE0000934'],0,0,0,1,0,0
DB06119,Cenobamate,small molecule,[],1,0,0,1,0,0
DB06124,L-aminocarnityl-succinyl-leucyl-argininal-diethylacetal,small molecule,['BE0003470'],0,0,0,1,0,0
DB06127,Bisegliptin,small molecule,['BE0000854'],0,0,0,1,0,0
DB06133,Dimethylcurcumin,small molecule,['BE0000132'],0,0,0,1,0,0
DB06134,SNS-314,small molecule,"['BE0000991', 'BE0004601']",0,0,0,1,0,0
DB06137,KX-01,small molecule,['BE0000838'],0,0,0,1,0,0
DB06138,IRL-1620,small molecule,['BE0000043'],0,0,0,1,0,0
DB06140,SUVN-502,small molecule,['BE0000945'],0,0,0,1,0,0
DB06144,Sertindole,small molecule,"['BE0000756', 'BE0000451', 'BE0000533', 'BE0000945', 'BE0000090', 'BE0000501', 'BE0000575', 'BE0000715']",1,0,0,1,0,1
DB06145,Spiramycin,small molecule,['BE0000843'],1,0,0,0,0,0
DB06147,Sulfathiazole,small molecule,[],1,0,0,0,0,0
DB06148,Mianserin,small molecule,"['BE0000289', 'BE0000451', 'BE0000533', 'BE0000442', 'BE0000486', 'BE0000749', 'BE0000146', 'BE0000291', 'BE0000342', 'BE0000393', 'BE0000460', 'BE0000572', 'BE0000581', 'BE0000632', 'BE0000647', 'BE0000650', 'BE0000756', 'BE0000945', 'BE0004863', 'BE0004889']",1,0,0,1,0,0
DB06150,Sulfadimethoxine,small molecule,[],1,0,0,0,0,0
DB06151,Acetylcysteine,small molecule,"['BE0000185', 'BE0000030', 'BE0000481', 'BE0001154', 'BE0004655', 'BE0000417', 'BE0000365', 'BE0000760', 'BE0000396', 'BE0000641']",1,0,0,1,0,0
DB06152,Nylidrin,small molecule,"['BE0000012', 'BE0000385']",1,0,0,0,0,0
DB06153,Pizotifen,small molecule,"['BE0000092', 'BE0000560', 'BE0000045', 'BE0000451', 'BE0000393', 'BE0000533', 'BE0000291', 'BE0000797', 'BE0000659', 'BE0000442', 'BE0000501', 'BE0000575', 'BE0000715', 'BE0000289', 'BE0000572', 'BE0000342']",1,0,0,0,0,0
DB06154,Pentaerythritol tetranitrate,small molecule,"['BE0000130', 'BE0000629']",1,0,0,0,0,0
DB06155,Rimonabant,small molecule,"['BE0000061', 'BE0005802']",1,0,0,1,0,0
DB06156,Tesofensine,small molecule,"['BE0000749', 'BE0000486', 'BE0000647']",0,0,0,1,0,0
DB06157,Istaroxime,small molecule,"['BE0003477', 'BE0000732']",0,0,0,1,0,0
DB06159,Rubitecan,small molecule,['BE0000971'],0,0,0,1,0,0
DB06160,Garenoxacin,small molecule,[],0,0,0,1,0,0
DB06162,Lumiliximab,biotech,['BE0003465'],0,0,0,1,0,0
DB06168,Canakinumab,biotech,['BE0001051'],1,0,0,1,0,0
DB06174,Noscapine,small molecule,['BE0000156'],1,0,0,1,0,0
DB06176,Romidepsin,small molecule,"['BE0002365', 'BE0002366', 'BE0003523', 'BE0002368', 'BE0000785']",1,0,0,1,0,0
DB06184,AEG35156,small molecule,['BE0001156'],0,0,0,1,0,0
DB06185,Forodesine,small molecule,['BE0000250'],0,0,0,1,0,0
DB06186,Ipilimumab,biotech,['BE0000887'],1,0,0,0,0,0
DB06190,Solabegron,small molecule,['BE0001012'],0,0,0,1,0,0
DB06191,Zosuquidar,small molecule,['BE0001032'],0,0,0,1,0,0
DB06194,Elocalcitol,small molecule,['BE0000779'],0,0,0,1,0,0
DB06195,Seliciclib,small molecule,"['BE0001082', 'BE0001072', 'BE0001062', 'BE0000923', 'BE0001913', 'BE0002207', 'BE0003512']",0,0,0,1,0,0
DB06196,Icatibant,small molecule,"['BE0003513', 'BE0001078']",1,0,0,1,0,0
DB06199,Atrasentan,small molecule,['BE0000521'],0,0,0,1,0,0
DB06201,Rufinamide,small molecule,"['BE0001192', 'BE0001143']",1,0,0,0,0,0
DB06202,Lasofoxifene,small molecule,"['BE0000123', 'BE0000792', 'BE0000095']",1,0,0,1,0,0
DB06203,Alogliptin,small molecule,['BE0000854'],1,0,0,0,0,0
DB06204,Tapentadol,small molecule,"['BE0000770', 'BE0000486', 'BE0000632', 'BE0000420', 'BE0000311', 'BE0000749']",1,0,0,0,0,0
DB06205,Hyaluronidase (human recombinant),biotech,['BE0000984'],1,0,0,1,0,0
DB06207,Silodosin,small molecule,"['BE0000501', 'BE0000575', 'BE0000715']",1,0,0,0,0,0
DB06209,Prasugrel,small molecule,['BE0000110'],1,0,0,0,0,0
DB06210,Eltrombopag,small molecule,['BE0003440'],1,0,0,0,0,0
DB06211,Doripenem,small molecule,"['BE0000588', 'BE0000488', 'BE0003579', 'BE0004647', 'BE0008485']",1,0,0,1,0,0
DB06212,Tolvaptan,small molecule,"['BE0000293', 'BE0000165']",1,0,0,0,0,0
DB06213,Regadenoson,small molecule,['BE0000924'],1,0,0,1,0,0
DB06215,Ferumoxytol,small molecule,[],1,0,0,1,0,0
DB06216,Asenapine,small molecule,"['BE0000291', 'BE0000797', 'BE0000451', 'BE0000393', 'BE0000533', 'BE0004688', 'BE0000945', 'BE0000650', 'BE0000756', 'BE0000581', 'BE0000389', 'BE0000020', 'BE0000501', 'BE0000289', 'BE0000572', 'BE0000342', 'BE0000442', 'BE0000112', 'BE0000172', 'BE0000694']",1,0,0,0,0,0
DB06217,Vernakalant,small molecule,"['BE0000197', 'BE0004717', 'BE0003604', 'BE0000090']",1,0,0,1,0,0
DB06218,Lacosamide,small molecule,"['BE0001143', 'BE0002082', 'BE0000177']",1,0,0,0,0,0
DB06226,Nelipepimut-S,biotech,"['BE0003482', 'BE0003483']",0,0,0,1,0,0
DB06228,Rivaroxaban,small molecule,['BE0000216'],1,0,0,0,0,0
DB06229,Ocaperidone,small molecule,"['BE0000756', 'BE0000442', 'BE0000501', 'BE0000575', 'BE0000289', 'BE0000715', 'BE0000572', 'BE0000342', 'BE0000451', 'BE0000393', 'BE0000533']",0,0,0,1,0,0
DB06230,Nalmefene,small molecule,"['BE0000770', 'BE0000632', 'BE0000420']",1,0,0,1,0,1
DB06231,Caldaret,small molecule,['BE0000986'],0,0,0,1,0,0
DB06233,Ridaforolimus,small molecule,['BE0002386'],0,0,0,1,0,0
DB06234,Maribavir,small molecule,['BE0003484'],0,0,0,1,0,0
DB06235,Vadimezan,small molecule,[],0,0,0,1,0,0
DB06237,Avanafil,small molecule,['BE0000182'],1,0,0,0,0,0
DB06240,Tariquidar,small molecule,['BE0001032'],0,0,0,1,0,0
DB06241,Clenoliximab,biotech,['BE0003488'],0,0,0,1,0,0
DB06243,Eflornithine,small molecule,['BE0000404'],1,0,0,0,0,1
DB06245,Lanoteplase,biotech,"['BE0000717', 'BE0000538', 'BE0001091', 'BE0002103', 'BE0000216', 'BE0001180', 'BE0000969', 'BE0002104', 'BE0002105', 'BE0001170', 'BE0002106', 'BE0002107', 'BE0002108', 'BE0002109', 'BE0001011', 'BE0002110', 'BE0002111']",0,0,0,1,0,0
DB06246,Exisulind,small molecule,"['BE0001287', 'BE0002353', 'BE0000182', 'BE0002085', 'BE0000814', 'BE0000747', 'BE0004353']",0,0,0,1,0,0
DB06247,CX516,small molecule,['BE0000640'],0,0,0,1,0,0
DB06248,Amelubant,small molecule,"['BE0003489', 'BE0003490']",0,0,0,1,0,0
DB06249,Arzoxifene,small molecule,"['BE0000123', 'BE0000792']",1,0,0,1,0,0
DB06255,Incadronic acid,small molecule,"['BE0000776', 'BE0001162', 'BE0009964', 'BE0001826']",0,1,0,0,0,0
DB06258,Bimoclomol,small molecule,['BE0003514'],0,0,0,1,0,0
DB06262,Droxidopa,small molecule,"['BE0000501', 'BE0000575', 'BE0000715', 'BE0000289', 'BE0000572', 'BE0000342', 'BE0000172', 'BE0000694', 'BE0001012', 'BE0000753']",1,0,0,1,0,0
DB06263,Amrubicin,small molecule,['BE0000742'],0,0,0,1,0,0
DB06264,Tolperisone,small molecule,[],0,0,0,1,0,0
DB06266,Lonidamine,small molecule,"['BE0001195', 'BE0001108']",0,0,0,1,0,0
DB06267,Udenafil,small molecule,['BE0000182'],1,0,0,1,0,0
DB06268,Sitaxentan,small molecule,"['BE0000521', 'BE0000043']",1,0,0,1,0,1
DB06271,Sulodexide,biotech,"['BE0000775', 'BE0000280']",1,0,0,1,0,0
DB06273,Tocilizumab,biotech,['BE0002859'],1,0,0,0,0,0
DB06274,Alvimopan,small molecule,"['BE0000770', 'BE0000632', 'BE0000420']",1,0,0,1,0,0
DB06281,Torcetrapib,small molecule,['BE0003516'],0,0,0,1,0,0
DB06282,Levocetirizine,small molecule,['BE0000442'],1,0,0,0,0,0
DB06283,Ziconotide,small molecule,"['BE0002226', 'BE0000356']",1,0,0,0,0,0
DB06285,Teriparatide,biotech,['BE0003508'],1,0,0,1,0,0
DB06287,Temsirolimus,small molecule,['BE0002386'],1,0,0,0,0,0
DB06288,Amisulpride,small molecule,"['BE0000756', 'BE0000581', 'BE0000650', 'BE0000451']",1,0,0,1,0,0
DB06290,Simeprevir,small molecule,[],1,0,0,0,0,0
DB06292,Dapagliflozin,small molecule,['BE0004753'],1,0,0,0,0,0
DB06307,Apoptone,small molecule,['BE0000246'],0,0,0,1,0,0
DB06311,Darapladib,small molecule,['BE0000657'],0,0,0,1,0,0
DB06314,SGX-523,small molecule,['BE0000915'],0,0,0,1,0,0
DB06317,Elotuzumab,biotech,['BE0003492'],1,0,0,0,0,0
DB06318,AVE9633,biotech,['BE0000674'],0,0,0,1,0,0
DB06321,R-348,small molecule,['BE0003493'],0,0,0,1,0,0
DB06322,Carotuximab,biotech,['BE0003494'],0,0,0,1,0,0
DB06324,XmAb 2513,biotech,['BE0003479'],0,0,0,1,0,0
DB06325,Pegpleranib,small molecule,['BE0003495'],0,0,0,1,0,0
DB06333,Trodusquemine,small molecule,"['BE0000623', 'BE0000647', 'BE0000486']",0,0,0,1,0,0
DB06335,Saxagliptin,small molecule,['BE0000854'],1,0,0,0,0,0
DB06342,Coltuximab ravtansine,biotech,['BE0003496'],0,0,0,1,0,0
DB06343,Teprotumumab,biotech,['BE0000858'],1,0,0,1,0,0
DB06345,AR-9281,small molecule,['BE0000950'],0,0,0,1,0,0
DB06346,Fiboflapon,small molecule,['BE0002382'],0,0,0,1,0,0
DB06347,Cenisertib,small molecule,['BE0000991'],0,0,0,1,0,0
DB06350,Elinogrel,small molecule,['BE0000110'],0,0,0,1,0,0
DB06354,Tezampanel,small molecule,"['BE0000346', 'BE0000217']",0,0,0,1,0,0
DB06356,TRC093,biotech,['BE0003498'],0,0,0,1,0,0
DB06358,Iclaprim,small molecule,['BE0000330'],0,0,0,1,0,0
DB06360,Lucatumumab,biotech,['BE0001196'],0,0,0,1,0,0
DB06362,Becatecarin,small molecule,"['BE0000742', 'BE0002425']",0,0,0,1,0,0
DB06366,Pertuzumab,biotech,['BE0000511'],1,0,0,0,0,0
DB06367,Relacatib,small molecule,['BE0003417'],0,0,0,1,0,0
DB06370,Indisulam,small molecule,[],0,0,0,1,0,0
DB06371,Siplizumab,biotech,['BE0000719'],0,0,0,1,0,0
DB06372,Rilonacept,biotech,"['BE0001051', 'BE0004734', 'BE0004735']",1,0,0,1,0,0
DB06374,Elacestrant,small molecule,['BE0000123'],0,0,0,1,0,0
DB06376,CHGN111,small molecule,['BE0001824'],0,0,0,1,0,0
DB06393,Xaliproden,small molecule,['BE0000291'],0,0,0,1,0,0
DB06401,Bazedoxifene,small molecule,"['BE0000123', 'BE0000792']",1,0,0,1,0,0
DB06403,Ambrisentan,small molecule,"['BE0000521', 'BE0000043']",1,0,0,1,0,0
DB06404,Human C1-esterase inhibitor,biotech,"['BE0002093', 'BE0001529', 'BE0002440', 'BE0004672', 'BE0000048', 'BE0001021', 'BE0001088']",1,0,0,0,0,0
DB06406,Idraparinux,small molecule,['BE0000216'],0,0,0,1,0,0
DB06408,Taribavirin,small molecule,"['BE0000282', 'BE0000261', 'BE0000761', 'BE0000681', 'BE0000457']",0,0,0,1,0,0
DB06409,Morphine glucuronide,small molecule,"['BE0000770', 'BE0000420', 'BE0000632']",0,0,0,1,0,0
DB06410,Doxercalciferol,small molecule,['BE0000779'],1,0,0,0,0,0
DB06412,Oxymetholone,small molecule,"['BE0000132', 'BE0000979']",1,0,1,0,0,0
DB06413,Armodafinil,small molecule,['BE0000647'],1,0,0,1,0,0
DB06414,Etravirine,small molecule,[],1,0,0,0,0,0
DB06419,Cethromycin,small molecule,[],0,0,0,1,0,0
DB06420,Annamycin,small molecule,['BE0000742'],0,0,0,1,0,0
DB06421,Declopramide,small molecule,"['BE0000742', 'BE0002425']",0,0,0,1,0,0
DB06422,Ticalopride,small molecule,"['BE0000084', 'BE0000311']",0,0,0,1,0,0
DB06423,Endostatin,biotech,"['BE0000642', 'BE0000058', 'BE0000966', 'BE0003090', 'BE0001074']",0,0,0,1,0,0
DB06429,Talnetant,small molecule,['BE0002371'],0,0,0,1,0,0
DB06433,Tezacitabine,small molecule,['BE0000325'],0,0,0,1,0,0
DB06436,Semaxanib,small molecule,['BE0000369'],0,0,0,1,0,0
DB06439,Tyloxapol,small molecule,['BE0000239'],1,0,0,1,0,0
DB06441,Cangrelor,small molecule,['BE0000110'],1,0,0,0,0,0
DB06442,Avasimibe,small molecule,['BE0002705'],0,0,0,1,0,0
DB06444,Dexanabinol,small molecule,['BE0000704'],0,0,0,1,0,0
DB06446,Dotarizine,small molecule,"['BE0000451', 'BE0000291', 'BE0000356', 'BE0000533']",0,0,0,1,0,0
DB06447,E5531,small molecule,['BE0002442'],0,0,0,1,0,0
DB06448,Lonafarnib,small molecule,"['BE0002373', 'BE0000970']",0,0,0,1,0,0
DB06451,Aprinocarsen,small molecule,['BE0001132'],0,0,0,1,0,0
DB06454,Sarizotan,small molecule,"['BE0000291', 'BE0000756', 'BE0000581']",0,0,0,1,0,0
DB06457,Tecastemizole,small molecule,['BE0000090'],0,0,0,1,0,0
DB06458,Remacemide,small molecule,[],0,0,0,1,0,0
DB06460,Enrasentan,small molecule,"['BE0000521', 'BE0000043']",0,0,0,1,0,0
DB06468,Cariporide,small molecule,['BE0000752'],0,0,0,1,0,0
DB06469,Lestaurtinib,small molecule,['BE0000147'],0,0,0,1,0,0
DB06470,Clomethiazole,small molecule,['BE0000795'],0,0,0,1,0,0
DB06471,Naxifylline,small molecule,['BE0000013'],0,0,0,1,0,0
DB06472,Fradafiban,small molecule,"['BE0000439', 'BE0001155']",0,0,0,1,0,0
DB06474,Sibrotuzumab,biotech,['BE0003507'],0,0,0,1,0,0
DB06475,Ruplizumab,biotech,['BE0001006'],0,0,0,1,0,0
DB06477,Sumanirole,small molecule,"['BE0000756', 'BE0000581', 'BE0000389']",0,0,0,1,0,0
DB06478,Porfiromycin,small molecule,[],0,0,0,1,0,0
DB06479,Propentofylline,small molecule,['BE0001133'],0,0,0,1,0,0
DB06480,Prucalopride,small molecule,['BE0000084'],1,0,0,0,0,0
DB06481,Manitimus,small molecule,['BE0000382'],0,0,0,1,0,0
DB06486,Enzastaurin,small molecule,"['BE0000872', 'BE0003404', 'BE0000991', 'BE0000437', 'BE0003382', 'BE0003381', 'BE0000428', 'BE0000955']",0,0,0,1,0,0
DB06492,Mirococept,biotech,['BE0003455'],0,0,0,1,0,0
DB06494,Sufugolix,small molecule,['BE0000203'],0,0,0,1,0,0
DB06495,Onercept,biotech,['BE0000704'],0,0,0,1,0,0
DB06497,Aplaviroc,small molecule,['BE0000911'],0,0,0,1,0,0
DB06503,MLN2222,biotech,['BE0001701'],0,0,0,1,0,0
DB06506,Repinotan,small molecule,['BE0000291'],0,0,0,1,0,0
DB06510,Muraglitazar,small molecule,"['BE0000071', 'BE0000215']",0,0,0,1,0,0
DB06511,AMGN-0007,biotech,['BE0003517'],0,0,0,1,0,0
DB06512,Deramciclane,small molecule,"['BE0000451', 'BE0000533']",0,0,0,1,0,0
DB06515,Resiniferatoxin,small molecule,['BE0001023'],0,0,0,1,0,0
DB06518,R-1487,small molecule,['BE0001019'],0,0,0,1,0,0
DB06521,Ertiprotafib,small molecule,"['BE0000623', 'BE0001154', 'BE0000071', 'BE0000215']",0,0,0,1,0,0
DB06525,Ganstigmine,small molecule,['BE0000426'],0,0,0,1,0,0
DB06530,Resiquimod,small molecule,"['BE0000155', 'BE0003518']",0,0,0,1,0,0
DB06533,Ragaglitazar,small molecule,"['BE0000071', 'BE0000215']",0,0,0,1,0,0
DB06534,Thrombopoietin,biotech,['BE0003440'],0,0,0,1,0,0
DB06536,Tesaglitazar,small molecule,"['BE0000071', 'BE0000215']",0,0,0,1,0,0
DB06538,Robalzotan,small molecule,['BE0000291'],0,0,0,1,0,0
DB06543,Astaxanthin,small molecule,['BE0003469'],0,0,0,1,0,0
DB06548,Minodronic acid,small molecule,"['BE0000776', 'BE0003570']",0,0,0,1,0,0
DB06549,Labradimil,small molecule,['BE0003513'],0,0,0,1,0,0
DB06550,Bivatuzumab,biotech,['BE0001113'],0,0,0,1,0,0
DB06552,rNAPc2,biotech,"['BE0000333', 'BE0001178', 'BE0000216']",0,0,0,1,0,0
DB06554,Gaboxadol,small molecule,[],0,0,0,1,0,0
DB06558,Tezosentan,small molecule,"['BE0000521', 'BE0000043']",0,0,0,1,0,0
DB06560,Pascolizumab,biotech,['BE0003520'],0,0,0,1,0,0
DB06579,Adipiplon,small molecule,['BE0008668'],0,0,0,1,0,0
DB06584,TG4010,biotech,"['BE0003501', 'BE0001029']",0,0,0,1,0,0
DB06586,Cetilistat,small molecule,['BE0000683'],0,0,0,1,0,0
DB06587,Mitemcinal,small molecule,['BE0003521'],0,0,0,1,0,0
DB06589,Pazopanib,small molecule,"['BE0000029', 'BE0000369', 'BE0000023', 'BE0000852', 'BE0000205', 'BE0000453', 'BE0002133', 'BE0001341', 'BE0000689', 'BE0004714']",1,0,0,0,0,0
DB06594,Agomelatine,small molecule,"['BE0000533', 'BE0000515', 'BE0000327']",1,0,0,1,0,0
DB06595,Midostaurin,small molecule,"['BE0001132', 'BE0000369', 'BE0000453', 'BE0000852', 'BE0000205', 'BE0000147']",1,0,0,1,0,0
DB06599,Lexatumumab,biotech,['BE0003433'],0,0,0,1,0,0
DB06600,Nemonoxacin,small molecule,[],0,0,0,1,0,0
DB06602,Reslizumab,biotech,['BE0001208'],1,0,0,1,0,0
DB06603,Panobinostat,small molecule,['BE0008667'],1,0,0,1,0,0
DB06605,Apixaban,small molecule,['BE0000216'],1,0,0,0,0,0
DB06607,Catumaxomab,biotech,"['BE0002446', 'BE0002098', 'BE0002097', 'BE0000901', 'BE0000274', 'BE0000710']",1,0,0,1,0,1
DB06608,Tafenoquine,small molecule,[],1,0,0,1,0,0
DB06612,Mepolizumab,biotech,['BE0001208'],1,0,0,1,0,0
DB06614,Peramivir,small molecule,"['BE0001667', 'BE0000057', 'BE0003527']",1,0,0,1,0,0
DB06616,Bosutinib,small molecule,"['BE0004743', 'BE0000014', 'BE0004315', 'BE0001424', 'BE0000838', 'BE0001072', 'BE0000870', 'BE0004744', 'BE0004745', 'BE0004384']",1,0,0,0,0,0
DB06623,Flupirtine,small molecule,['BE0000289'],0,0,0,1,0,0
DB06626,Axitinib,small molecule,"['BE0000029', 'BE0000369', 'BE0000023']",1,0,0,1,0,0
DB06634,Casopitant,small molecule,"['BE0002638', 'BE0000384']",0,0,0,1,0,0
DB06635,Otamixaban,small molecule,['BE0000216'],0,0,0,1,0,0
DB06636,Isavuconazonium,small molecule,[],1,0,0,1,0,0
DB06637,Dalfampridine,small molecule,"['BE0000781', 'BE0004715', 'BE0004716', 'BE0004502', 'BE0004717', 'BE0004718', 'BE0004719', 'BE0004720', 'BE0004721', 'BE0004722', 'BE0004723', 'BE0004724', 'BE0004725', 'BE0004726', 'BE0003603', 'BE0003604']",1,0,0,0,0,0
DB06641,Perifosine,small molecule,"['BE0000428', 'BE0000923', 'BE0001132']",0,0,0,1,0,0
DB06642,Bevasiranib,biotech,['BE0000163'],0,0,0,1,0,0
DB06643,Denosumab,biotech,['BE0003517'],1,0,0,0,0,0
DB06650,Ofatumumab,biotech,['BE0000066'],1,0,0,0,0,0
DB06652,Vicriviroc,small molecule,['BE0000911'],0,0,0,1,0,0
DB06654,Safinamide,small molecule,['BE0002196'],1,0,0,1,0,0
DB06655,Liraglutide,biotech,['BE0000857'],1,0,0,0,0,0
DB06660,Saredutant,small molecule,['BE0002222'],0,0,0,1,0,0
DB06663,Pasireotide,small molecule,"['BE0000452', 'BE0003528', 'BE0003529', 'BE0002147']",1,0,0,0,0,0
DB06670,Odanacatib,small molecule,['BE0003417'],0,0,0,1,0,0
DB06674,Golimumab,biotech,['BE0000704'],1,0,0,0,0,0
DB06677,Clazosentan,small molecule,['BE0000521'],0,0,0,1,0,0
DB06678,Esmirtazapine,small molecule,"['BE0000442', 'BE0004957', 'BE0004864']",0,0,0,1,0,0
DB06680,Asoprisnil,small molecule,['BE0000557'],0,0,0,1,0,0
DB06681,Belatacept,biotech,"['BE0000846', 'BE0000847']",1,0,0,1,0,0
DB06684,Vilazodone,small molecule,"['BE0000749', 'BE0000291']",1,0,0,0,0,0
DB06685,Laquinimod,small molecule,[],0,0,0,1,0,0
DB06688,Sipuleucel-T,biotech,['BE0001102'],1,0,0,1,0,0
